#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
train_1.jpg,227517,{},2,0,"{'name': 'rect', 'x': 1245, 'y': 748, 'width': 76, 'weight': 49}",{}
train_1.jpg,227517,{},2,1,"{'name': 'rect', 'x': 868, 'y': 1084, 'width': 38, 'weight': 50}",{}
train_2.jpg,68877,{},4,0,"{'name': 'rect', 'x': 1039, 'y': 488, 'width': 91, 'weight': 63}",{}
train_2.jpg,68877,{},4,1,"{'name': 'rect', 'x': 983, 'y': 686, 'width': 84, 'weight': 78}",{}
train_2.jpg,68877,{},4,2,"{'name': 'rect', 'x': 1158, 'y': 627, 'width': 33, 'weight': 51}",{}
train_2.jpg,68877,{},4,3,"{'name': 'rect', 'x': 1463, 'y': 655, 'width': 68, 'weight': 76}",{}
train_3.jpg,79653,{},0,0,{},{}
train_4.jpg,64064,{},0,0,{},{}
train_5.jpg,116657,{},4,0,"{'name': 'rect', 'x': 963, 'y': 1041, 'width': 40, 'weight': 54}",{}
train_5.jpg,116657,{},4,1,"{'name': 'rect', 'x': 1349, 'y': 1176, 'width': 104, 'weight': 46}",{}
train_5.jpg,116657,{},4,2,"{'name': 'rect', 'x': 1724, 'y': 1021, 'width': 26, 'weight': 56}",{}
train_5.jpg,116657,{},4,3,"{'name': 'rect', 'x': 1958, 'y': 909, 'width': 41, 'weight': 31}",{}
train_6.jpg,77032,{},0,0,{},{}
train_7.jpg,55402,{},0,0,{},{}
train_8.jpg,122091,{},4,0,"{'name': 'rect', 'x': 941, 'y': 857, 'width': 67, 'weight': 70}",{}
train_8.jpg,122091,{},4,1,"{'name': 'rect', 'x': 1187, 'y': 977, 'width': 44, 'weight': 90}",{}
train_8.jpg,122091,{},4,2,"{'name': 'rect', 'x': 1227, 'y': 864, 'width': 52, 'weight': 67}",{}
train_8.jpg,122091,{},4,3,"{'name': 'rect', 'x': 1440, 'y': 1373, 'width': 40, 'weight': 34}",{}
train_9.jpg,53574,{},1,0,"{'name': 'rect', 'x': 847, 'y': 518, 'width': 84, 'weight': 57}",{}
train_10.jpg,62778,{},4,0,"{'name': 'rect', 'x': 1421, 'y': 312, 'width': 57, 'weight': 65}",{}
train_10.jpg,62778,{},4,1,"{'name': 'rect', 'x': 1723, 'y': 466, 'width': 40, 'weight': 33}",{}
train_10.jpg,62778,{},4,2,"{'name': 'rect', 'x': 1096, 'y': 532, 'width': 70, 'weight': 49}",{}
train_10.jpg,62778,{},4,3,"{'name': 'rect', 'x': 1279, 'y': 660, 'width': 67, 'weight': 61}",{}
train_11.jpg,69570,{},3,0,"{'name': 'rect', 'x': 1786, 'y': 786, 'width': 47, 'weight': 44}",{}
train_11.jpg,69570,{},3,1,"{'name': 'rect', 'x': 2072, 'y': 1166, 'width': 44, 'weight': 92}",{}
train_11.jpg,69570,{},3,2,"{'name': 'rect', 'x': 834, 'y': 1206, 'width': 84, 'weight': 79}",{}
train_12.jpg,65042,{},4,0,"{'name': 'rect', 'x': 1432, 'y': 210, 'width': 71, 'weight': 79}",{}
train_12.jpg,65042,{},4,1,"{'name': 'rect', 'x': 1034, 'y': 480, 'width': 86, 'weight': 67}",{}
train_12.jpg,65042,{},4,2,"{'name': 'rect', 'x': 1147, 'y': 623, 'width': 38, 'weight': 56}",{}
train_12.jpg,65042,{},4,3,"{'name': 'rect', 'x': 979, 'y': 684, 'width': 84, 'weight': 81}",{}
train_13.jpg,132297,{},1,0,"{'name': 'rect', 'x': 1646, 'y': 595, 'width': 98, 'weight': 28}",{}
train_14.jpg,122311,{},2,0,"{'name': 'rect', 'x': 1648, 'y': 595, 'width': 96, 'weight': 28}",{}
train_14.jpg,122311,{},2,1,"{'name': 'rect', 'x': 1529, 'y': 556, 'width': 46, 'weight': 27}",{}
train_15.jpg,97346,{},3,0,"{'name': 'rect', 'x': 1529, 'y': 438, 'width': 50, 'weight': 28}",{}
train_15.jpg,97346,{},3,1,"{'name': 'rect', 'x': 1658, 'y': 478, 'width': 86, 'weight': 29}",{}
train_15.jpg,97346,{},3,2,"{'name': 'rect', 'x': 1986, 'y': 505, 'width': 58, 'weight': 40}",{}
train_16.jpg,64274,{},1,0,"{'name': 'rect', 'x': 1097, 'y': 528, 'width': 73, 'weight': 59}",{}
train_17.jpg,122678,{},1,0,"{'name': 'rect', 'x': 1742, 'y': 493, 'width': 19, 'weight': 29}",{}
train_18.jpg,63930,{},0,0,{},{}
train_19.jpg,74540,{},3,0,"{'name': 'rect', 'x': 2038, 'y': 1147, 'width': 48, 'weight': 96}",{}
train_19.jpg,74540,{},3,1,"{'name': 'rect', 'x': 1463, 'y': 1396, 'width': 149, 'weight': 40}",{}
train_19.jpg,74540,{},3,2,"{'name': 'rect', 'x': 841, 'y': 1187, 'width': 90, 'weight': 79}",{}
train_20.jpg,167251,{},0,0,{},{}
train_21.jpg,128091,{},0,0,{},{}
train_22.jpg,66194,{},2,0,"{'name': 'rect', 'x': 1369, 'y': 872, 'width': 97, 'weight': 55}",{}
train_22.jpg,66194,{},2,1,"{'name': 'rect', 'x': 1593, 'y': 811, 'width': 47, 'weight': 21}",{}
train_23.jpg,44195,{},3,0,"{'name': 'rect', 'x': 1262, 'y': 713, 'width': 69, 'weight': 73}",{}
train_23.jpg,44195,{},3,1,"{'name': 'rect', 'x': 1365, 'y': 878, 'width': 54, 'weight': 59}",{}
train_23.jpg,44195,{},3,2,"{'name': 'rect', 'x': 920, 'y': 705, 'width': 76, 'weight': 43}",{}
train_24.jpg,56219,{},3,0,"{'name': 'rect', 'x': 1248, 'y': 746, 'width': 77, 'weight': 53}",{}
train_24.jpg,56219,{},3,1,"{'name': 'rect', 'x': 1266, 'y': 1057, 'width': 65, 'weight': 73}",{}
train_24.jpg,56219,{},3,2,"{'name': 'rect', 'x': 927, 'y': 1130, 'width': 35, 'weight': 48}",{}
train_25.jpg,150024,{},0,0,{},{}
train_26.jpg,136687,{},3,0,"{'name': 'rect', 'x': 228, 'y': 1161, 'width': 42, 'weight': 49}",{}
train_26.jpg,136687,{},3,1,"{'name': 'rect', 'x': 250, 'y': 1002, 'width': 43, 'weight': 65}",{}
train_26.jpg,136687,{},3,2,"{'name': 'rect', 'x': 400, 'y': 977, 'width': 59, 'weight': 65}",{}
train_27.jpg,63499,{},0,0,{},{}
train_28.jpg,72106,{},4,0,"{'name': 'rect', 'x': 1690, 'y': 466, 'width': 57, 'weight': 33}",{}
train_28.jpg,72106,{},4,1,"{'name': 'rect', 'x': 1403, 'y': 315, 'width': 60, 'weight': 60}",{}
train_28.jpg,72106,{},4,2,"{'name': 'rect', 'x': 1080, 'y': 528, 'width': 75, 'weight': 57}",{}
train_28.jpg,72106,{},4,3,"{'name': 'rect', 'x': 1034, 'y': 698, 'width': 71, 'weight': 61}",{}
train_29.jpg,77722,{},0,0,{},{}
train_30.jpg,374656,{},2,0,"{'name': 'rect', 'x': 868, 'y': 1086, 'width': 38, 'weight': 53}",{}
train_30.jpg,374656,{},2,1,"{'name': 'rect', 'x': 1241, 'y': 744, 'width': 84, 'weight': 57}",{}
train_31.jpg,102274,{},4,0,"{'name': 'rect', 'x': 612, 'y': 608, 'width': 30, 'weight': 36}",{}
train_31.jpg,102274,{},4,1,"{'name': 'rect', 'x': 803, 'y': 1191, 'width': 40, 'weight': 54}",{}
train_31.jpg,102274,{},4,2,"{'name': 'rect', 'x': 814, 'y': 1029, 'width': 50, 'weight': 68}",{}
train_31.jpg,102274,{},4,3,"{'name': 'rect', 'x': 958, 'y': 1004, 'width': 76, 'weight': 69}",{}
train_32.jpg,114496,{},3,0,"{'name': 'rect', 'x': 1977, 'y': 505, 'width': 59, 'weight': 44}",{}
train_32.jpg,114496,{},3,1,"{'name': 'rect', 'x': 1648, 'y': 470, 'width': 101, 'weight': 35}",{}
train_32.jpg,114496,{},3,2,"{'name': 'rect', 'x': 1526, 'y': 436, 'width': 46, 'weight': 25}",{}
train_33.jpg,65070,{},3,0,"{'name': 'rect', 'x': 918, 'y': 1126, 'width': 44, 'weight': 56}",{}
train_33.jpg,65070,{},3,1,"{'name': 'rect', 'x': 1258, 'y': 1055, 'width': 76, 'weight': 75}",{}
train_33.jpg,65070,{},3,2,"{'name': 'rect', 'x': 1247, 'y': 748, 'width': 80, 'weight': 47}",{}
train_34.jpg,64513,{},3,0,"{'name': 'rect', 'x': 1032, 'y': 482, 'width': 90, 'weight': 65}",{}
train_34.jpg,64513,{},3,1,"{'name': 'rect', 'x': 1438, 'y': 233, 'width': 36, 'weight': 54}",{}
train_34.jpg,64513,{},3,2,"{'name': 'rect', 'x': 975, 'y': 681, 'width': 88, 'weight': 82}",{}
train_35.jpg,130141,{},0,0,{},{}
train_36.jpg,66156,{},3,0,"{'name': 'rect', 'x': 1436, 'y': 214, 'width': 69, 'weight': 73}",{}
train_36.jpg,66156,{},3,1,"{'name': 'rect', 'x': 1023, 'y': 476, 'width': 99, 'weight': 73}",{}
train_36.jpg,66156,{},3,2,"{'name': 'rect', 'x': 975, 'y': 683, 'width': 96, 'weight': 80}",{}
train_37.jpg,116099,{},0,0,{},{}
train_38.jpg,100541,{},0,0,{},{}
train_39.jpg,113297,{},3,0,"{'name': 'rect', 'x': 753, 'y': 625, 'width': 63, 'weight': 103}",{}
train_39.jpg,113297,{},3,1,"{'name': 'rect', 'x': 786, 'y': 610, 'width': 82, 'weight': 159}",{}
train_39.jpg,113297,{},3,2,"{'name': 'rect', 'x': 828, 'y': 660, 'width': 46, 'weight': 76}",{}
train_40.jpg,154534,{},0,0,{},{}
train_41.jpg,72069,{},0,0,{},{}
train_42.jpg,163594,{},3,0,"{'name': 'rect', 'x': 572, 'y': 988, 'width': 30, 'weight': 44}",{}
train_42.jpg,163594,{},3,1,"{'name': 'rect', 'x': 663, 'y': 1006, 'width': 48, 'weight': 30}",{}
train_42.jpg,163594,{},3,2,"{'name': 'rect', 'x': 723, 'y': 1168, 'width': 70, 'weight': 117}",{}
train_43.jpg,120801,{},4,0,"{'name': 'rect', 'x': 656, 'y': 1004, 'width': 51, 'weight': 36}",{}
train_43.jpg,120801,{},4,1,"{'name': 'rect', 'x': 715, 'y': 1168, 'width': 71, 'weight': 115}",{}
train_43.jpg,120801,{},4,2,"{'name': 'rect', 'x': 996, 'y': 1210, 'width': 36, 'weight': 35}",{}
train_43.jpg,120801,{},4,3,"{'name': 'rect', 'x': 1013, 'y': 939, 'width': 58, 'weight': 57}",{}
train_44.jpg,80120,{},0,0,{},{}
train_45.jpg,119244,{},2,0,"{'name': 'rect', 'x': 663, 'y': 1004, 'width': 48, 'weight': 38}",{}
train_45.jpg,119244,{},2,1,"{'name': 'rect', 'x': 715, 'y': 1162, 'width': 73, 'weight': 123}",{}
train_46.jpg,102926,{},4,0,"{'name': 'rect', 'x': 618, 'y': 403, 'width': 78, 'weight': 104}",{}
train_46.jpg,102926,{},4,1,"{'name': 'rect', 'x': 732, 'y': 581, 'width': 33, 'weight': 42}",{}
train_46.jpg,102926,{},4,2,"{'name': 'rect', 'x': 790, 'y': 570, 'width': 70, 'weight': 82}",{}
train_46.jpg,102926,{},4,3,"{'name': 'rect', 'x': 992, 'y': 633, 'width': 96, 'weight': 157}",{}
train_47.jpg,125040,{},0,0,{},{}
train_48.jpg,132783,{},0,0,{},{}
train_49.jpg,113476,{},0,0,{},{}
train_50.jpg,89096,{},2,0,"{'name': 'rect', 'x': 1531, 'y': 442, 'width': 46, 'weight': 26}",{}
train_50.jpg,89096,{},2,1,"{'name': 'rect', 'x': 1986, 'y': 507, 'width': 46, 'weight': 42}",{}
train_51.jpg,65367,{},3,0,"{'name': 'rect', 'x': 979, 'y': 662, 'width': 86, 'weight': 89}",{}
train_51.jpg,65367,{},3,1,"{'name': 'rect', 'x': 1032, 'y': 468, 'width': 90, 'weight': 67}",{}
train_51.jpg,65367,{},3,2,"{'name': 'rect', 'x': 1440, 'y': 201, 'width': 65, 'weight': 72}",{}
train_52.jpg,108181,{},1,0,"{'name': 'rect', 'x': 1986, 'y': 497, 'width': 58, 'weight': 56}",{}
train_53.jpg,87338,{},2,0,"{'name': 'rect', 'x': 1243, 'y': 744, 'width': 82, 'weight': 51}",{}
train_53.jpg,87338,{},2,1,"{'name': 'rect', 'x': 922, 'y': 1128, 'width': 42, 'weight': 50}",{}
train_54.jpg,69171,{},4,0,"{'name': 'rect', 'x': 1436, 'y': 210, 'width': 74, 'weight': 77}",{}
train_54.jpg,69171,{},4,1,"{'name': 'rect', 'x': 1031, 'y': 482, 'width': 89, 'weight': 63}",{}
train_54.jpg,69171,{},4,2,"{'name': 'rect', 'x': 1971, 'y': 398, 'width': 46, 'weight': 61}",{}
train_54.jpg,69171,{},4,3,"{'name': 'rect', 'x': 981, 'y': 683, 'width': 84, 'weight': 76}",{}
train_55.jpg,52728,{},2,0,"{'name': 'rect', 'x': 1405, 'y': 315, 'width': 58, 'weight': 58}",{}
train_55.jpg,52728,{},2,1,"{'name': 'rect', 'x': 1074, 'y': 520, 'width': 81, 'weight': 59}",{}
train_56.jpg,107537,{},3,0,"{'name': 'rect', 'x': 1124, 'y': 501, 'width': 63, 'weight': 130}",{}
train_56.jpg,107537,{},3,1,"{'name': 'rect', 'x': 1174, 'y': 424, 'width': 53, 'weight': 62}",{}
train_56.jpg,107537,{},3,2,"{'name': 'rect', 'x': 1157, 'y': 799, 'width': 51, 'weight': 65}",{}
train_57.jpg,102857,{},2,0,"{'name': 'rect', 'x': 214, 'y': 214, 'width': 67, 'weight': 71}",{}
train_57.jpg,102857,{},2,1,"{'name': 'rect', 'x': 61, 'y': 264, 'width': 56, 'weight': 76}",{}
train_58.jpg,135925,{},3,0,"{'name': 'rect', 'x': 1128, 'y': 505, 'width': 59, 'weight': 135}",{}
train_58.jpg,135925,{},3,1,"{'name': 'rect', 'x': 1174, 'y': 423, 'width': 53, 'weight': 61}",{}
train_58.jpg,135925,{},3,2,"{'name': 'rect', 'x': 1151, 'y': 776, 'width': 57, 'weight': 90}",{}
train_59.jpg,128091,{},0,0,{},{}
train_60.jpg,43185,{},0,0,{},{}
train_61.jpg,136102,{},2,0,"{'name': 'rect', 'x': 715, 'y': 1176, 'width': 73, 'weight': 118}",{}
train_61.jpg,136102,{},2,1,"{'name': 'rect', 'x': 1006, 'y': 939, 'width': 67, 'weight': 59}",{}
train_62.jpg,101778,{},0,0,{},{}
train_63.jpg,100904,{},2,0,"{'name': 'rect', 'x': 784, 'y': 709, 'width': 80, 'weight': 125}",{}
train_63.jpg,100904,{},2,1,"{'name': 'rect', 'x': 906, 'y': 1057, 'width': 69, 'weight': 75}",{}
train_64.jpg,115709,{},2,0,"{'name': 'rect', 'x': 1522, 'y': 434, 'width': 48, 'weight': 27}",{}
train_64.jpg,115709,{},2,1,"{'name': 'rect', 'x': 1658, 'y': 476, 'width': 86, 'weight': 27}",{}
train_65.jpg,121709,{},0,0,{},{}
train_66.jpg,75317,{},0,0,{},{}
train_67.jpg,79134,{},4,0,"{'name': 'rect', 'x': 857, 'y': 681, 'width': 95, 'weight': 114}",{}
train_67.jpg,79134,{},4,1,"{'name': 'rect', 'x': 1157, 'y': 990, 'width': 53, 'weight': 71}",{}
train_67.jpg,79134,{},4,2,"{'name': 'rect', 'x': 1269, 'y': 1015, 'width': 46, 'weight': 38}",{}
